5186507,216-23,HILLSIDE AVE,4
5186508,216-21,HILLSIDE AVE,4
129376,141-02,CHERRY AVE,4
330337,214,NOEL RD,4
5187083,500,JARVIS AVE,4
129288,43-55,KISSENA BLVD,4
209596,84-15,101 AVE,4
10168917,630,MANHATTAN AVE,3
5187141,198,MONTROSE AVE,3
9216225,4024,AMBOY RD,5
1019578,452,5 AVE,1
332125,459,BCH 6 ST,4
10176040,1652,PARK AVE,1
10171493,70-44,KISSENA BLVD,4
3261946,2601,AVE K,3
3261815,2317,AVE K,3
1003133,427,WASHINGTON ST,1
10175851,404,5 AVE,1
9100164,809,UNION AVE,2
3029815,554,6 AVE,3
3261896,2523,AVE K,3
3313365,5601,2 AVE,3
3011869,440,VAN BRUNT ST,3
311801,221-03,142 RD,4
268819,111-04,223 ST,4
3262913,2504,AVE K,3
3261902,3211,BEDFORD AVE,3
3262831,2320,AVE K,3
3078375,711,BEDFORD AVE,3
5128860,350,GRAND ST,1
5187048,590,E  83 ST,1
3261819,2303,AVE K,3
3315323,2223,AVE K,3
